,text,root
1493,"Shabbat Shalom &amp; thank you to the elders. The activists. The organizers. The advocates. The nurses. Doctors. Midwives. Abortion clinic workers. Caregivers. Lawmakers who center body autonomy &amp; harm-reduction. The ecosystem of reproductive justice, healthcare &amp; rights. All of you.",NARAL
1494,"I'll tell you this right now. When the Supreme Court ruled in favor of legal abortion in 1973, there were no mass riots. And all liberals ever talk about is ""Christian nationalists.""",March_for_life
1495,"She’s 10- and she’s not the only little girl that will be forced to give birth with the BARBARIC abortion restrictions going on in many Republican led states. She’s ONE of MANY. Others won’t make the news, or end up murdered at the hands of the one who raped and impregnated her.",NARAL
1496,Question for the pro aborts who say we need abortion bc the child will be poor/disabled/have a hard life: How easy does a person’s life need to be in order for their life to be worth living?,March_for_life
1497,"Ugh. Saw CNN for a minute while heading to Fox News to see @Eric_Schmitt and this woman from an abortion clinic was in tears. 

I dont say this much but it's apt today.

CRY HARDER!",March_for_life
1498,Loose shopping carts overturned Roe Wade.,NARAL
1499,"Abortion is murder PERIOD.  And Constitution should protect all life via the Declaration of Independence, which states 'life is protected by the CREATOR' from a Christian morale framework.  Plucking out that framework is cut-flower ethics. Without the soil the flower will wither.",March_for_life
1500,"Here's the problematic thing about the companies stepping up to pay for travel expenses for their employees to get an abortion; yeah, it's good. But now a procedure that should have been private and between a woman and her doctor has an added third party - the employer",NARAL
1501,"Facts:

1. The US under #Roe had some of the most extreme abortion laws in the world.

2.  Only 6 countries, incl the US, allow abortion ""on demand"" for all 9 mos of pregnancy.

3. Now with #Dobbs, American states can protect life, realigning with majority international practice.",March_for_life
1502,"Kevin Smith could’ve been the best candidate for the New Hampshire GOP if not for his abortion stances. New Hampshire has been willing to vote for pro-life politicians before, but it’s probably the most pro-choice swing state there is. Smith is a hardliner. Tough!",NARAL
1503,"Abortion is not banned. Get that part first and foremost. There is no ban. What has happened is the power has returned to the several states. Some states have banned abortion, some states have not banned abortion, what SCOTUS did was to let the 10th amendment kick in.",March_for_life
1504,"Without #RoeVWade, we will likely see a rise in self-managed abortions using abortion pills. 

With the procedure inaccessible in large swaths of the South and Midwest, pregnant people may seek out abortion pills from online markets, community members or by word of mouth.",March_for_life
1505,If you want to kill unborn babies you will have to live in a blue state.,March_for_life
1506,"An 👏 unborn 👏 baby 👏 is 👏 not 👏 your 👏 body 👏

(Thank you, @LilaGraceRose)",March_for_life
1507,BREAKING: Supreme Court overturns Roe v. Wade,NARAL
1508,ROE HAS BEEN ABORTED! GOODBYE ROE! The Best Day for the Unborn in 50 years! Now to save all the voiceless in the womb one state at a time!,March_for_life
1509,"1/3 Prophetic word: All week, the Lord's been reminding me of this scripture and I just realized today, it's for many on the abortion ruling. ""It is a snare for a man to devote rashly something as holy, And afterward to reconsider his vows."" -Prov. 20:25. The Bible speaks",NARAL
1510,"Even in Texas a majority thinks abortion should be mostly legal.

These draconian total bans are not only dangerous to women and inneffective, but they are radioactive to voters.",NARAL
1511,"GOP men, when your stripper mistress gets pregnant and can't have an abortion, just shoot her. Your party's cool with that. Hell, you'll probably get invited to Mar-A-Lago to party with Kyle Rittenhouse. Welcome to the Christofascist hell your refusal to vote helped create.",NARAL
1512,Abortion is now illegal in Arkansas. No exception rape/incest,NARAL
1513,"No fucking shit the constitution doesn’t mention abortion, Clarence, it also doesn’t mention the state of Ohio, solid state hard drives or the glory hole.",NARAL
1514,A decrease in abortion will lead to a decrease in violent crime.,March_for_life
1515,"BRB, changing every time Alito's decision states the constitution makes no mention to ""abortion"" to ""concealed carry""",NARAL
1516,"Roe v Wade was unconstitutional, anti-democratic, and authoritarian. 

The Supreme Court should not declare new powers and rights for the federal government. 

If it’s not in the constitution, it should not be up for the federal government to decide upon.",March_for_life
1517,"So, keep in mind that states like TN are making child marriage legal, while also taking away the right to an abortion and privacy.

The GOP are evil phuqers and we can't let them win.",NARAL
1518,"why the maternal mortality rate in the USA is used as a reason to justify abortion is so confusing to me. instead, why don’t ppl ask why an industrialized country has such awful rates, and look at our medical system.",March_for_life
1519,"I believe Democrats will not only hold the U.S. Senate, but will likely pick up TWO OR MORE seats. If we can hold the House, we can still achieve the full Democratic agenda — including abortion rights, environmental protection, voting rights, and gun safety. 

Let’s do this!! 👊",NARAL
1520,Btw: Yesterday Paul Pelosi was charged with DUI &amp; causing an accident. Faces a year in jail. Look for @GavinNewsom to quietly try to get these charges dismissed while everyone is focused on the overturned Roe v Wade.,March_for_life
1521,"If we’re going to treat abortion seekers as criminals, what of the men who ask these women to get an abortion?  What of the GOP reps who made their lovers get abortions??",NARAL
1522,"The reversal of Roe v Wade took almost 50 years, this is a good lesson to persevere in prayer: even when we pray for the right things, it may take time for God to grant them. God’s time is not ours. Keep praying and hoping, never give up!",March_for_life
1523,"NY lawmakers passed the Equal Rights Amendment to ensure the right to abortion and access to contraception!

It also prohibits discrimination for sex, race, ethnicity, national origin, disability, sexual orientation, gender identity/expression and pregnancy! 
👏🏼👏👏🏾
#Fresh #ONEV1",NARAL
1524,"To use the abortion argument that parents can’t afford it so the child will grow up poor, suffer abuse, neglect, etc etc, still does not make it a good enough reason to kill an alive unborn baby.",March_for_life
1525,"I am 46 years old. I have never lived a day without the evil of Roe v. Wade hanging over our nation. Until today. God bless the courageous Supreme Court justices. And God bless the presidents -- Bush 41, Bush 43, and Trump -- who appointed them. This is a great day for America.",March_for_life
1526,"Was overturning RVW worth killing the EPA’s powers and crushing the environment?   What about wholesale guns, hidden, in waste bands?   How about white Jesus prayers in school?   Can we label bullets as abortion procedure?",NARAL
1527,"The real war is between the beast of selfishness and Selflessness (that is real Love). Selfishness is pro abortion and in general pro everything that is amoral, and then demanding support for it to num your conscience. Keep praying.",March_for_life
1528,"Once they remove all the ""rights"": abortion, homosexuality, and promiscuity... then the great insurrection/persecution of those who follow TMH will begin.",March_for_life
1529,"My religion says that life begins at birth, abortion is health care and both women &amp; men are free to make private &amp; personal health care decisions with their physicians. #ReligiousFreedom #privacy #AbortionIsHealthcare",NARAL
